,fileroot,fileext,filesize,entropy
26,/Users/ravis/Downloads/NapierOne-tiny/0087-zip-deflate,.zip,1781170,20.487641246987202
27,/Users/ravis/Downloads/NapierOne-tiny/0040-7z-lzma2,.7z,4217748,21.727457465696183
28,/Users/ravis/Downloads/NapierOne-tiny/0025-png-c3,.png,1592619,20.32486620324195
29,/Users/ravis/Downloads/NapierOne-tiny/0075-bmp,.bmp,3015990,21.34128382924867
30,/Users/ravis/Downloads/NapierOne-tiny/0001-json,.json,449,8.706416019582216
31,/Users/ravis/Downloads/NapierOne-tiny/0069-7z-encrypted,.7z,786184,19.30318231173113
32,/Users/ravis/Downloads/NapierOne-tiny/0005-webp-lossless-c2,.webp,1065968,19.740739602919124
33,/Users/ravis/Downloads/NapierOne-tiny/0069-jpg,.jpg,15306,13.066894104652452
34,/Users/ravis/Downloads/NapierOne-tiny/0034-ppt-password,.ppt,1361920,20.074576844358248
35,/Users/ravis/Downloads/NapierOne-tiny/0008-png-c9,.png,2136693,20.7499609296662
36,/Users/ravis/Downloads/NapierOne-tiny/0009-eps,.eps,6121362,22.523648358338637
37,/Users/ravis/Downloads/NapierOne-tiny/0012-png-c3,.png,2104809,20.72693008813682
38,/Users/ravis/Downloads/NapierOne-tiny/0010-doc.doc,.wiyn0sx9jt,45288,15.18818192741738
39,/Users/ravis/Downloads/NapierOne-tiny/0088-gz,.gz,21049137,24.047357341733434
40,/Users/ravis/Downloads/NapierOne-tiny/0092-svg-from-web,.svg,7004,12.616421406621082
41,/Users/ravis/Downloads/NapierOne-tiny/0079-jpg,.jpg,50000,15.271769802330487
42,/Users/ravis/Downloads/NapierOne-tiny/0019-eps,.eps,6121362,22.522455668857535
43,/Users/ravis/Downloads/NapierOne-tiny/0009-webp-from-web,.webp,20840,14.060339681325495
44,/Users/ravis/Downloads/NapierOne-tiny/0046-zip-ppmd,.zip,9909112,22.9527771000084
45,/Users/ravis/Downloads/NapierOne-tiny/0088-docx,.docx,55171,15.374579733682157
46,/Users/ravis/Downloads/NapierOne-tiny/0013-zip-ppmd,.zip,17809891,23.80530501221701
47,/Users/ravis/Downloads/NapierOne-tiny/0041-docx,.docx,19440,13.753770776955399
48,/Users/ravis/Downloads/NapierOne-tiny/0031-gif-from-web,.gif,5216,12.109296018649244
49,/Users/ravis/Downloads/NapierOne-tiny/0002-TIF,.TIF,20576481,23.959837480555116
50,/Users/ravis/Downloads/NapierOne-tiny/0072-xls-password,.xls,34816,14.259320428450536
51,/Users/ravis/Downloads/NapierOne-tiny/0043-pptx-nomagic,.pptx,488296,18.587878284770937
52,/Users/ravis/Downloads/NapierOne-tiny/DOCX-PASSWORD-tiny,.zip,40476016,24.989561811502266
53,/Users/ravis/Downloads/NapierOne-tiny/0014-pdf.pdf.id[0481FA80-1096].[lockhelp@qq.com],.acute,741906,19.21999931803325
54,/Users/ravis/Downloads/NapierOne-tiny/0012-TIF,.TIF,29442853,24.40739781009732
55,/Users/ravis/Downloads/NapierOne-tiny/0012-docx.docx,.wiyn0sx9jt,629281,18.981591409423935
56,/Users/ravis/Downloads/NapierOne-tiny/0094-xls-password,.xls,33792,14.25413685590267
57,/Users/ravis/Downloads/NapierOne-tiny/0038-webp-q50-c6,.webp,91578,16.202033366660725
58,/Users/ravis/Downloads/NapierOne-tiny/0001-webp-lossless-c4,.webp,874860,19.447836266493756
59,/Users/ravis/Downloads/NapierOne-tiny/0057-gif,.gif,553558,18.742228939000057
60,/Users/ravis/Downloads/NapierOne-tiny/0049-ppt-nomagic,.ppt,647680,18.78894542603585
61,/Users/ravis/Downloads/NapierOne-tiny/0018-doc,.doc,245760,16.547899830361025
62,/Users/ravis/Downloads/NapierOne-tiny/COMPRESSION-4,.pdf,2517688,20.984821753086845
63,/Users/ravis/Downloads/NapierOne-tiny/0006-webp-q50-c6,.webp,37486,14.910398936912621
64,/Users/ravis/Downloads/NapierOne-tiny/0067-webp-from-web,.webp,30030,14.586999263962252
65,/Users/ravis/Downloads/NapierOne-tiny/0047-gif,.gif,696410,19.029263432136535
66,/Users/ravis/Downloads/NapierOne-tiny/0063-pdf-nomagic,.pdf,118108,16.56139543308813
67,/Users/ravis/Downloads/NapierOne-tiny/0052-jpg-q001,.jpg,12995,12.898364307662543
68,/Users/ravis/Downloads/NapierOne-tiny/0008-doc,.doc,65024,14.493806188916036
69,/Users/ravis/Downloads/NapierOne-tiny/0007-jpg-q001,.jpg,7157,10.500285204723175
70,/Users/ravis/Downloads/NapierOne-tiny/0007-oxps,.oxps,606369,18.930774582046315
71,/Users/ravis/Downloads/NapierOne-tiny/0047-png-c3,.png,1814994,20.51149726032081
72,/Users/ravis/Downloads/NapierOne-tiny/0087-xls,.xls,146432,15.633130794335932
73,/Users/ravis/Downloads/NapierOne-tiny/0050-zip-highcompress,.zip,3813795,21.588632251689727
74,/Users/ravis/Downloads/NapierOne-tiny/0030-7z-lzma2,.7z,157039,16.978593795217677
75,/Users/ravis/Downloads/NapierOne-tiny/0097-xls,.xls,26112,12.610576186657774
76,/Users/ravis/Downloads/NapierOne-tiny/0004-webp-from-web,.webp,73858,15.892003487420535
77,/Users/ravis/Downloads/NapierOne-tiny/0100-svg,.svg,1649570,20.5875873513806
78,/Users/ravis/Downloads/NapierOne-tiny/0078-7z-lzma,.7z,153198,16.942777907568434
79,/Users/ravis/Downloads/NapierOne-tiny/0074-ppt-nomagic,.ppt,317440,17.598512276616557
80,/Users/ravis/Downloads/NapierOne-tiny/0029-zip-highcompress,.zip,3093470,21.285494460275967
81,/Users/ravis/Downloads/NapierOne-tiny/0076-mp3,.mp3,961062,19.525238100424072
82,/Users/ravis/Downloads/NapierOne-tiny/0051-mp4,.mp4,3746393,21.52240184271888
83,/Users/ravis/Downloads/NapierOne-tiny/0078-svg,.svg,2462455,21.166230050537713
84,/Users/ravis/Downloads/NapierOne-tiny/0070-png-c3,.png,1284866,20.012231704539722
85,/Users/ravis/Downloads/NapierOne-tiny/0068-svg,.svg,1830172,20.737232533980475
86,/Users/ravis/Downloads/NapierOne-tiny/0010-mkv,.mkv,1242468,19.95444015605726
87,/Users/ravis/Downloads/NapierOne-tiny/0066-mp3,.mp3,721572,19.16145059321835
88,/Users/ravis/Downloads/NapierOne-tiny/0041-mp4,.mp4,1421265,20.09395326795125
89,/Users/ravis/Downloads/NapierOne-tiny/0073-jpg-q025,.jpg,62323,15.623934791864597
90,/Users/ravis/Downloads/NapierOne-tiny/0025-pptx-nomagic,.pptx,12124574,22.921423878779503
91,/Users/ravis/Downloads/NapierOne-tiny/0087-7z-lzma,.7z,1643391,20.366733250748492
92,/Users/ravis/Downloads/NapierOne-tiny/0054-gif-from-web,.gif,65345,15.604090451446842
93,/Users/ravis/Downloads/NapierOne-tiny/0026-jpg-q025,.jpg,135739,16.750175656911665
94,/Users/ravis/Downloads/NapierOne-tiny/0082-7z-highcompress,.7z,4375532,21.77841228411159
95,/Users/ravis/Downloads/NapierOne-tiny/0033-mp4,.mp4,2208519,20.76800893356067
96,/Users/ravis/Downloads/NapierOne-tiny/0014-mp3,.mp3,960734,19.55194082641531
97,/Users/ravis/Downloads/NapierOne-tiny/0062-mkv,.mkv,1694219,20.388710338167108
98,/Users/ravis/Downloads/NapierOne-tiny/RANSOMWARE-DHARMA-tiny,.zip,127117314,26.646141104263446
99,/Users/ravis/Downloads/NapierOne-tiny/0029-xls-password,.xls,41984,14.573930392364613
100,/Users/ravis/Downloads/NapierOne-tiny/0085-webp-q50-c6,.webp,28562,14.516399354910238
101,/Users/ravis/Downloads/NapierOne-tiny/0095-png-c9,.png,1524477,20.25620448412076
102,/Users/ravis/Downloads/NapierOne-tiny/0072-mkv,.mkv,1636496,20.293318483475378
103,/Users/ravis/Downloads/NapierOne-tiny/0023-mp4,.mp4,2477077,20.92515152077373
104,/Users/ravis/Downloads/NapierOne-tiny/0004-mp3,.mp3,480945,18.564834529151373
105,/Users/ravis/Downloads/NapierOne-tiny/0017-xls-password,.xls,48128,14.925682877917898
106,/Users/ravis/Downloads/NapierOne-tiny/0007-doc.doc.id-0481FA80.[paymentbtc@firemail.cc],.cmb,201980,17.34256469049196
107,/Users/ravis/Downloads/NapierOne-tiny/0066-zip-deflate,.zip,5237123,22.033837950192233
108,/Users/ravis/Downloads/NapierOne-tiny/0063-webp-q50-c6,.webp,286470,17.847186547632127
109,/Users/ravis/Downloads/NapierOne-tiny/0001-doc.doc.id[0481FA80-1096].[lockhelp@qq.com],.acute,87810,16.139425078551007
110,/Users/ravis/Downloads/NapierOne-tiny/0013-7z-encrypted,.7z,17459801,23.776087734565113
111,/Users/ravis/Downloads/NapierOne-tiny/0032-docx-password,.docx,46592,15.16087329489935
112,/Users/ravis/Downloads/NapierOne-tiny/0088-7z-encrypted,.7z,20874361,24.033673716978626
113,/Users/ravis/Downloads/NapierOne-tiny/0013-oxps,.oxps,347081,18.12524593521878
114,/Users/ravis/Downloads/NapierOne-tiny/0035-gif,.gif,859254,19.285069946539608
115,/Users/ravis/Downloads/NapierOne-tiny/0093-7z-lzma2,.7z,142608,16.839843751643212
116,/Users/ravis/Downloads/NapierOne-tiny/0005-xlsx.xlsx.id-0481FA80.[paymentbtc@firemail.cc],.cmb,1264160,19.98791509875873
117,/Users/ravis/Downloads/NapierOne-tiny/0017-webp-lossless-c4,.webp,1353044,20.06979183615723
118,/Users/ravis/Downloads/NapierOne-tiny/0075-7z-ppmd,.7z,3014164,21.241803568706366
119,/Users/ravis/Downloads/NapierOne-tiny/0010-xlsx.xlsx,.c924ca,27335,14.402105582867973
120,/Users/ravis/Downloads/NapierOne-tiny/0025-gif,.gif,611309,18.833861758239724
121,/Users/ravis/Downloads/NapierOne-tiny/0051-docx-password,.docx,62976,15.610138775463392
122,/Users/ravis/Downloads/NapierOne-tiny/0001-xls.xls,.c924ca,78154,15.498226594374986
123,/Users/ravis/Downloads/NapierOne-tiny/0014-xls.xls,.c924ca,31498,14.339473905930245
124,/Users/ravis/Downloads/NapierOne-tiny/0042-7z-ppmd,.7z,4171888,21.710680450059485
125,/Users/ravis/Downloads/NapierOne-tiny/0012-xls.xls.id-0481FA80.[paymentbtc@firemail.cc],.cmb,31996,14.684129519185904
126,/Users/ravis/Downloads/NapierOne-tiny/0060-TIF,.TIF,37040334,24.72153442669289
127,/Users/ravis/Downloads/NapierOne-tiny/0079-webp-lossless-c4,.webp,1032612,19.68268282809699
128,/Users/ravis/Downloads/NapierOne-tiny/0055-docx,.docx,691343,19.093128945609866
129,/Users/ravis/Downloads/NapierOne-tiny/0049-7z-highcompress,.7z,624485,18.970385400181538
130,/Users/ravis/Downloads/NapierOne-tiny/0070-TIF,.TIF,17793023,23.743782159396137
131,/Users/ravis/Downloads/NapierOne-tiny/0007-xls.xls,.wiyn0sx9jt,3888872,21.609809773509294
132,/Users/ravis/Downloads/NapierOne-tiny/0097-docx-password,.docx,38912,14.890199072773829
133,/Users/ravis/Downloads/NapierOne-tiny/0074-jpg-q025,.jpg,39234,14.857324767161401
134,/Users/ravis/Downloads/NapierOne-tiny/0095-ppt-nomagic,.ppt,580608,18.505875233663044
135,/Users/ravis/Downloads/NapierOne-tiny/0021-jpg-q025,.jpg,20936,13.981932432348643
136,/Users/ravis/Downloads/NapierOne-tiny/0024-pdf-nomagic,.pdf,126028,16.647091858401833
137,/Users/ravis/Downloads/NapierOne-tiny/0013-webp-lossless-c2,.webp,1501628,20.234760994701727
138,/Users/ravis/Downloads/NapierOne-tiny/0069-oxps,.oxps,1192428,19.886133865094454
139,/Users/ravis/Downloads/NapierOne-tiny/0071-pptx-password,.pptx,78336,15.937984648379722
140,/Users/ravis/Downloads/NapierOne-tiny/0007-bmp,.bmp,3015990,21.38999461169842
141,/Users/ravis/Downloads/NapierOne-tiny/0015-json,.json,5020,12.201838380532182
142,/Users/ravis/Downloads/NapierOne-tiny/0013-rand-pseudo,.rand,901,9.538448555946434
143,/Users/ravis/Downloads/NapierOne-tiny/0017-bmp,.bmp,3015990,20.79768967647096
144,/Users/ravis/Downloads/NapierOne-tiny/0011-zip-encrypted,.zip,848129,19.412393793854335
145,/Users/ravis/Downloads/NapierOne-tiny/0027-7z-highcompress,.7z,342722,18.105005220001292
146,/Users/ravis/Downloads/NapierOne-tiny/0004-jpg-fromweb.jpg.id[0481FA80-1096].[lockhelp@qq.com],.acute,74930,15.912693037810843
147,/Users/ravis/Downloads/NapierOne-tiny/0002-pptx.pptx,.c924ca,790995,19.300847626356898
148,/Users/ravis/Downloads/NapierOne-tiny/0048-gz,.gz,228181,17.524615639511385
149,/Users/ravis/Downloads/NapierOne-tiny/0071-ods,.ods,36468,14.851628921717023
150,/Users/ravis/Downloads/NapierOne-tiny/0017-7z-ppmd,.7z,265890,17.73919715335479
151,/Users/ravis/Downloads/NapierOne-tiny/0011-zip-highcompress,.zip,845973,19.41475590212159
152,/Users/ravis/Downloads/NapierOne-tiny/0011-svg-from-web,.svg,3789,11.832694155607356
153,/Users/ravis/Downloads/NapierOne-tiny/RANSOMWARE-NETWALKER-tiny,.zip,118584741,26.54870624463006
154,/Users/ravis/Downloads/NapierOne-tiny/0001-dll,.dll,12304,12.824480759344036
155,/Users/ravis/Downloads/NapierOne-tiny/0019-pdf-nomagic,.pdf,146525,16.876761266439264
156,/Users/ravis/Downloads/NapierOne-tiny/0087-png-c5,.png,1719071,20.419136454788276
157,/Users/ravis/Downloads/NapierOne-tiny/0082-pdf-nomagic,.pdf,146133,16.820816777235326
158,/Users/ravis/Downloads/NapierOne-tiny/0061-ods,.ods,61134,15.586007230354111
159,/Users/ravis/Downloads/NapierOne-tiny/0033-ppt-nomagic,.ppt,209408,16.83796213664893
160,/Users/ravis/Downloads/NapierOne-tiny/0089-ppt-password,.ppt,321024,17.981871207644257
161,/Users/ravis/Downloads/NapierOne-tiny/0011-dll,.dll,31155,14.63284097098977
162,/Users/ravis/Downloads/NapierOne-tiny/0044-7z-highcompress,.7z,84403,16.08583620387605
163,/Users/ravis/Downloads/NapierOne-tiny/0005-exe,.exe,113175,13.842081647792504
164,/Users/ravis/Downloads/NapierOne-tiny/0051-ppt-password,.ppt,1602560,20.311690196301083
165,/Users/ravis/Downloads/NapierOne-tiny/0020-7z-ppmd,.7z,3209341,21.332371457569113
166,/Users/ravis/Downloads/NapierOne-tiny/0012-pptx-password,.pptx,13570048,23.405800312915037
167,/Users/ravis/Downloads/NapierOne-tiny/0015-exe,.exe,2730670,21.099313619022563
168,/Users/ravis/Downloads/NapierOne-tiny/0008-pptx.pptx,.wiyn0sx9jt,9251296,22.85961947568915
169,/Users/ravis/Downloads/NapierOne-tiny/0068-zip-highcompress,.zip,197782,17.313658140437216
170,/Users/ravis/Downloads/NapierOne-tiny/0014-png-c9,.png,962849,19.612356905756297
171,/Users/ravis/Downloads/NapierOne-tiny/0030-xml,.xml,996,9.89889589741413
172,/Users/ravis/Downloads/NapierOne-tiny/0030-svg-from-web,.svg,5530,12.335934065152006
173,/Users/ravis/Downloads/NapierOne-tiny/0014-webp-from-web,.webp,80600,16.0175934522525
174,/Users/ravis/Downloads/NapierOne-tiny/0096-ppt-password,.ppt,1516032,20.238383474500605
175,/Users/ravis/Downloads/NapierOne-tiny/0006-7z-lzma,.7z,1170702,19.87802598010483
176,/Users/ravis/Downloads/NapierOne-tiny/0020-xml,.xml,1132,10.082401422083546
177,/Users/ravis/Downloads/NapierOne-tiny/0087-json,.json,6883,12.657386130087934
178,/Users/ravis/Downloads/NapierOne-tiny/0043-zip-encrypted,.zip,601011,18.914527366660426
179,/Users/ravis/Downloads/NapierOne-tiny/0055-zip-highcompress,.zip,1342198,20.078979637352628
180,/Users/ravis/Downloads/NapierOne-tiny/0070-ppt-password,.ppt,133632,16.691705031971008
181,/Users/ravis/Downloads/NapierOne-tiny/0002-docx.docx,.c924ca,1800147,20.422348371738796
182,/Users/ravis/Downloads/NapierOne-tiny/0032-oxps,.oxps,536111,18.717367157936998
183,/Users/ravis/Downloads/NapierOne-tiny/0017-ppt-nomagic,.ppt,1241600,19.885931415467144
184,/Users/ravis/Downloads/NapierOne-tiny/0095-ods,.ods,33528,14.720572774339162
185,/Users/ravis/Downloads/NapierOne-tiny/0089-webp-lossless-c2,.webp,456354,18.510669909407234
186,/Users/ravis/Downloads/NapierOne-tiny/0049-mp3,.mp3,960727,19.574280210317422
187,/Users/ravis/Downloads/NapierOne-tiny/0089-rar,.rar,952510,19.585650556772347
188,/Users/ravis/Downloads/NapierOne-tiny/0047-svg,.svg,2411493,21.134732169024392
189,/Users/ravis/Downloads/NapierOne-tiny/0031-7z-lzma,.7z,2717902,21.092372095056763
190,/Users/ravis/Downloads/NapierOne-tiny/0085-ods,.ods,36568,14.84984424847769
191,/Users/ravis/Downloads/NapierOne-tiny/0099-rar,.rar,2232810,20.81415202128725
192,/Users/ravis/Downloads/NapierOne-tiny/0023-png-c9,.png,1480797,20.214473730311752
193,/Users/ravis/Downloads/NapierOne-tiny/0057-svg,.svg,1462614,20.41432998192943
194,/Users/ravis/Downloads/NapierOne-tiny/0059-mp3,.mp3,961647,19.569509977759584
195,/Users/ravis/Downloads/NapierOne-tiny/0039-png-c3,.png,1285707,20.009864749343308
196,/Users/ravis/Downloads/NapierOne-tiny/0064-png-c5,.png,1703879,20.410851198826013
197,/Users/ravis/Downloads/NapierOne-tiny/0002-7z-lzma2,.7z,2246798,20.81821449941044
198,/Users/ravis/Downloads/NapierOne-tiny/0047-jpg-q001,.jpg,9401,12.13907487601151
199,/Users/ravis/Downloads/NapierOne-tiny/0051-webp-lossless-c2,.webp,1221698,19.93670409127938
200,/Users/ravis/Downloads/NapierOne-tiny/0012-jpg-q001,.jpg,17318,13.506076673200774
201,/Users/ravis/Downloads/NapierOne-tiny/0100-png-c9,.png,1195715,19.90398201770809
202,/Users/ravis/Downloads/NapierOne-tiny/0008-pdf.pdf,.wiyn0sx9jt,158654,16.99297191910532
203,/Users/ravis/Downloads/NapierOne-tiny/0032-rand-pseudo,.rand,982,9.657936938801663
204,/Users/ravis/Downloads/NapierOne-tiny/0068-gif,.gif,653912,18.96566237467298
205,/Users/ravis/Downloads/NapierOne-tiny/0077-webp-from-web,.webp,6764,12.445310405702855
206,/Users/ravis/Downloads/NapierOne-tiny/0027-doc,.doc,245248,17.16702672428484
207,/Users/ravis/Downloads/NapierOne-tiny/0053-zip-ppmd,.zip,2546820,20.96051730855786
208,/Users/ravis/Downloads/NapierOne-tiny/0074-docx,.docx,2160972,20.779614744919307
209,/Users/ravis/Downloads/NapierOne-tiny/0006-zip-ppmd,.zip,1190037,19.890851292535324
210,/Users/ravis/Downloads/NapierOne-tiny/0078-gif,.gif,858361,19.30229574538138
211,/Users/ravis/Downloads/NapierOne-tiny/0053-png-c5,.png,856424,19.41722737085427
212,/Users/ravis/Downloads/NapierOne-tiny/0100-gif,.gif,502472,18.561158444157215
213,/Users/ravis/Downloads/NapierOne-tiny/0037-doc,.doc,294912,17.433341297583627
214,/Users/ravis/Downloads/NapierOne-tiny/0091-7z-encrypted,.7z,6608281,22.37411116833885
215,/Users/ravis/Downloads/NapierOne-tiny/0015-doc.doc.id-0481FA80.[paymentbtc@firemail.cc],.cmb,296700,17.897617454048103
216,/Users/ravis/Downloads/NapierOne-tiny/0081-oxps,.oxps,384259,18.25192333444812
217,/Users/ravis/Downloads/NapierOne-tiny/0048-oxps,.oxps,612929,18.9462615601362
218,/Users/ravis/Downloads/NapierOne-tiny/0039-pptx-nomagic,.pptx,3979065,21.641444453402176
219,/Users/ravis/Downloads/NapierOne-tiny/0084-TIF,.TIF,17961311,23.766228876478895
220,/Users/ravis/Downloads/NapierOne-tiny/0009-xls.xls,.c924ca,6964554,21.01201491054683
221,/Users/ravis/Downloads/NapierOne-tiny/0064-7z-lzma,.7z,6992469,22.45582461407749
222,/Users/ravis/Downloads/NapierOne-tiny/0007-jpg-fromweb.jpg,.RYK,41122,15.047130856275377
223,/Users/ravis/Downloads/NapierOne-tiny/0076-png-c9,.png,1242643,19.965391613897026
224,/Users/ravis/Downloads/NapierOne-tiny/0055-webp-lossless-c4,.webp,996926,19.646907932494486
225,/Users/ravis/Downloads/NapierOne-tiny/0094-TIF,.TIF,24767705,24.17755461640168
226,/Users/ravis/Downloads/NapierOne-tiny/0041-png-c9,.png,1371963,20.09530946979037
227,/Users/ravis/Downloads/NapierOne-tiny/0056-jpg,.jpg,178114,17.150034293797344
228,/Users/ravis/Downloads/NapierOne-tiny/0019-webp-from-web,.webp,32534,14.702923725155566
229,/Users/ravis/Downloads/NapierOne-tiny/0036-eps,.eps,6121362,22.514395361356964
230,/Users/ravis/Downloads/NapierOne-tiny/0077-pptx-nomagic,.pptx,1392852,20.105572201149045
231,/Users/ravis/Downloads/NapierOne-tiny/0029-gz,.gz,3110440,21.29386125375596
232,/Users/ravis/Downloads/NapierOne-tiny/0053-7z-lzma,.7z,2533270,20.990845947689206
233,/Users/ravis/Downloads/NapierOne-tiny/0046-jpg,.jpg,74661,15.842281252159955
234,/Users/ravis/Downloads/NapierOne-tiny/0034-json,.json,2434,11.156300283820038
235,/Users/ravis/Downloads/NapierOne-tiny/0093-zip-encrypted,.zip,142318,16.834934387893867
236,/Users/ravis/Downloads/NapierOne-tiny/0026-eps,.eps,6121362,22.521271220854143
237,/Users/ravis/Downloads/NapierOne-tiny/0089-xml,.xml,986,9.884026229641663
238,/Users/ravis/Downloads/NapierOne-tiny/0058-exe,.exe,59392,15.072368334513895
239,/Users/ravis/Downloads/NapierOne-tiny/0001-xls,.xls,77824,14.36792563904535
240,/Users/ravis/Downloads/NapierOne-tiny/0075-gif-from-web,.gif,668087,19.02230363539926
241,/Users/ravis/Downloads/NapierOne-tiny/0036-xls-password,.xls,44544,14.722788623567512
242,/Users/ravis/Downloads/NapierOne-tiny/0042-zip-deflate,.zip,4117691,21.696240229807774
243,/Users/ravis/Downloads/NapierOne-tiny/0099-xml,.xml,1009,9.917489302067082
244,/Users/ravis/Downloads/NapierOne-tiny/0048-exe,.exe,64707,15.632721251845513
245,/Users/ravis/Downloads/NapierOne-tiny/0040-jpg-q001,.jpg,9083,11.846556660831403
246,/Users/ravis/Downloads/NapierOne-tiny/0015-jpg-q001,.jpg,8058,12.07459205820055
247,/Users/ravis/Downloads/NapierOne-tiny/0006-png-c5,.png,1289558,20.016602747618215
248,/Users/ravis/Downloads/NapierOne-tiny/0072-7z-lzma2,.7z,899361,19.502200372624173
249,/Users/ravis/Downloads/NapierOne-tiny/0096-7z-ppmd,.7z,9392922,22.881492212270874
250,/Users/ravis/Downloads/NapierOne-tiny/0011-xls,.xls,145920,15.75694281574665
251,/Users/ravis/Downloads/NapierOne-tiny/0091-gz,.gz,6998535,22.461100078726254
252,/Users/ravis/Downloads/NapierOne-tiny/0037-7z-encrypted,.7z,181608,17.188414083992516
253,/Users/ravis/Downloads/NapierOne-tiny/0008-xls-password,.xls,3311616,21.11888565465701
254,/Users/ravis/Downloads/NapierOne-tiny/0054-zip-ppmd,.zip,916490,19.52379873293073
255,/Users/ravis/Downloads/NapierOne-tiny/0031-png-c5,.png,1257478,19.973586420177444
256,/Users/ravis/Downloads/NapierOne-tiny/0001-zip-ppmd,.zip,250221,17.649882551544582
257,/Users/ravis/Downloads/NapierOne-tiny/0042-webp-q50-c6,.webp,92412,16.212217895010152
258,/Users/ravis/Downloads/NapierOne-tiny/0030-rar,.rar,157446,16.988169041759093
259,/Users/ravis/Downloads/NapierOne-tiny/0086-mkv,.mkv,933694,19.51235723133309
260,/Users/ravis/Downloads/NapierOne-tiny/0093-gif-from-web,.gif,32803,14.708712883623637
261,/Users/ravis/Downloads/NapierOne-tiny/0005-pdf.pdf,.wiyn0sx9jt,3338245,21.38903221327389
262,/Users/ravis/Downloads/NapierOne-tiny/0020-rar,.rar,3224909,21.34455945686702
263,/Users/ravis/Downloads/NapierOne-tiny/0096-mkv,.mkv,1485727,20.19684365893371
264,/Users/ravis/Downloads/NapierOne-tiny/0054-7z-highcompress,.7z,891169,19.483716217775626
265,/Users/ravis/Downloads/NapierOne-tiny/0005-docx.docx.id-0481FA80.[paymentbtc@firemail.cc],.cmb,135536,16.766492824251703
266,/Users/ravis/Downloads/NapierOne-tiny/0092-mp3,.mp3,721538,19.157622856381384
267,/Users/ravis/Downloads/NapierOne-tiny/0052-rar,.rar,2494211,20.975805675720817
268,/Users/ravis/Downloads/NapierOne-tiny/0050-ppt-nomagic,.ppt,344064,17.726663968534805
269,/Users/ravis/Downloads/NapierOne-tiny/0042-rar,.rar,4105791,21.6938896050205
270,/Users/ravis/Downloads/NapierOne-tiny/0082-mp3,.mp3,961180,19.548228141081573
271,/Users/ravis/Downloads/NapierOne-tiny/0002-pptx-password,.pptx,806400,19.327973347771316
272,/Users/ravis/Downloads/NapierOne-tiny/0063-xls,.xls,28160,12.766460345592927
273,/Users/ravis/Downloads/NapierOne-tiny/0073-xls,.xls,1646592,19.14188987818579
274,/Users/ravis/Downloads/NapierOne-tiny/0069-7z-ppmd,.7z,808711,19.344054736822613
275,/Users/ravis/Downloads/NapierOne-tiny/0014-zip-highcompress,.zip,6108239,22.26771336726861
